source_unit_id,document_order,path,block_kind,byte_start,byte_end,line_start,line_end,global_line_start,global_line_end,unit_sha256,review_status,review_epoch,review_disposition,source_status,uncertainty,secondary_roles,candidate_ids,route_ids,evidence_statement,review_stage,reviewer
U002048,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,14840,15080,73,74,4256,4257,4ed44bd3c7dadf9fd89acdc865eb1822829e905416799f15ea14091585ad4df7,REVIEWED,2,SUPPORTS_CANDIDATE,CLEAR,,"[""PROPERTY_OR_RESTRICTION""]","[""B1414""]",[],This unit supplies source evidence for W0001 within the sealed sequential review.,12,ch08-union
U002049,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,15080,15485,75,76,4258,4259,ac8a28969d5ebfdf9a64f2d9382e96f0f3eefe7073e3670cf61a1175c2850508,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002050,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,image,15485,15516,77,78,4260,4261,6676daec93774c0905069433eb924fbc50ad91ffb8b5f83c8016c8d567808539,REVIEWED,2,REPRESENTATION_OR_OBSERVER,CLEAR,,"[""REPRESENTATION""]",[],[],The complete image unit represents observed or generated forms but does not independently introduce a source-delimited native law.,12,ch08-union
U002051,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,15516,15617,79,80,4262,4263,df6f35d43746ae008034f31e64f36f523a34e57332fe58db683c086b4c594119,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002052,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,15617,16033,81,82,4264,4265,0b542fe8163edfe774d461d68495190bfaddf71fc373d39e7add9c13ecfb37b2,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002053,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,16033,16503,83,84,4266,4267,b44023feed472c19daeffc8f5166eada1a50f39c01dac0f7115ea0c123bef955,REVIEWED,2,CANDIDATE,CLEAR,,"[""IMPLEMENTATION_DETAIL""]","[""B1415""]",[],This unit first supplies identity and semantic anchors for Exactly-one-neighbor hexagonal snowflake cellular automaton.,12,ch08-union
U002054,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,16503,16818,85,86,4268,4269,4a3a89785ba6f8d5afbced0ef22ed27483436bb6820e026faf2f10feb064a527,REVIEWED,2,SUPPORTS_CANDIDATE,CLEAR,,[],"[""B1415""]",[],This unit supports W0002 by directly predicting alternating tree-like and faceted outcomes as branches grow and collide.,12,ch08-union
U002055,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,image,16818,16848,87,88,4270,4271,7ccf1ed7b8ac9505196132187b727e81274b41fba1daa68a824e86fa80843f6e,REVIEWED,2,SUPPORTS_CANDIDATE,CLEAR,,"[""PROPERTY_OR_RESTRICTION""]","[""B1415""]",[],This unit supplies source evidence for W0002 within the sealed sequential review.,12,ch08-union
U002056,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,16848,17189,89,90,4272,4273,576a456006bf4ea19aaa9a92a0037cd522593356549bdcd169a03b796ca4f473,REVIEWED,2,SUPPORTS_CANDIDATE,CLEAR,,"[""PROPERTY_OR_RESTRICTION""]","[""B1415""]",[],This unit supplies source evidence for W0002 within the sealed sequential review.,12,ch08-union
U002057,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,17189,17659,91,92,4274,4275,c5efeacc67741156a46a83a2bd889b5e8d1dd16d2d2580ca82c011fa4fdf5a24,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002058,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,17659,18139,93,94,4276,4277,08833b8afaa4408b239b63ddf1b181cd47eefe443b207884862ccb4b0d33bf03,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002059,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,18139,18420,95,96,4278,4279,a75bdaf767d8614cd02ed800ab48f3300a81857e612692dac40f6886e7b7fda3,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002060,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,18420,18760,97,98,4280,4281,bcdcdf6bdbfe38087f7037c08dcb20614a263d1d7f9abe8798a3468d9f3a9403,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002061,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,18760,19235,99,100,4282,4283,fa9eeacc7a73efeafef557c5889220cfbe1144ea91d8f81556f19373ecbe87a1,REVIEWED,2,HISTORICAL_ONLY,CLEAR,,"[""HISTORICAL_MENTION""]",[],[],"The unit principally records research history, prior modelling practice, or historical scientific belief and supplies no new native law.",12,ch08-union
U002062,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,19235,19508,101,102,4284,4285,0be38f45d1b8c6b02dbded65dab5045f062f36606d707e4fde216ee504a5f63c,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002063,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,19508,19548,103,104,4286,4287,68785c8ba97c038c09a82b4a534f34a3d690405c97c65c4a7f129ffd9ce10040,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002064,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,19548,19967,105,106,4288,4289,82bdc2f3d7982679f67ee5991886be9a7e0e7e0e16d08730dad9accfa81d5457,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002065,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,image,19967,19998,107,108,4290,4291,112b43ec93e77e926724e331e9308e0a97feee8f59a2d4d88cab7b1d2c2a96e5,REVIEWED,2,CANDIDATE,CLEAR,,"[""IMPLEMENTATION_DETAIL""]","[""B1416""]",[],This unit first supplies identity and semantic anchors for Square-grid irreversible neighbor-count crystal-growth cellular automata.,12,ch08-union
U002066,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,19998,20331,109,110,4292,4293,02459c16b311630bbdaef31d9125d088678bf52746a9e29a7b398d246b92dd17,REVIEWED,2,SUPPORTS_CANDIDATE,DEFECTIVE,"The caption begins mid-sentence; its adjacent original-resolution image and surviving text determine the displayed rule family, but the omitted opening wording is unavailable.","[""PROPERTY_OR_RESTRICTION""]","[""B1416""]",[],This unit supplies source evidence for W0003 within the sealed sequential review.,12,ch08-union
U002067,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,20331,20610,111,112,4294,4295,c1d5ffb571de808c33280d383abf6a52f99e09b3ca7faab6b0fd1593021e3b5f,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002068,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,20610,21005,113,114,4296,4297,b9941524fa146fac5ace2de60e4fd7d90340d29d858ff5dd32e9b8c9181ab162,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002069,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,heading,21005,21036,115,116,4298,4299,cf38fd5338194ea9d7141ca982eef51e54e39b81b3d39566d3a7ca745fe71659,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],Section heading only; it introduces no native mechanics.,12,ch08-union
U002070,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,21036,21331,117,118,4300,4301,7a1a6ac21bafb35c9efd006c9ce6eb42e7ced2596c995ecd6c5acafbdb1890b6,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002071,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,21331,21645,119,120,4302,4303,8ca7e4f355761c58061c005118310b180e2fb0bd3310f7afe78d7e68a6d8999a,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002072,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,21645,21920,121,122,4304,4305,0dd12637cde00da8bbd645d8eaf6aa016394e59c685b7afa5c5b139c4adbe4e7,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002073,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,21920,22299,123,124,4306,4307,6a5a67a2ba038a410a72dc1bea17adf08204c81b9242e9b4e0b0d9926d25eb5e,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002074,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,22299,22333,125,126,4308,4309,3d6c2ee430b3869d127deee92a1be837c629442d370a9898f34c93da0deccdfc,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002075,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,22333,22736,127,128,4310,4311,a410608796ce74405b781cf6681f930307ff44ac2b4dce36465efeafecb24cc9,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002076,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,22736,23141,129,130,4312,4313,d0d12725e75cc731b2ef9be65f2df7ddc31c2d33b5603142ab69faef9c18f548,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002077,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,23141,23465,131,132,4314,4315,b7a7e6e6e578af8679390bbdf7c75b7463cdd4da4e6e2afca6228fec9d775560,REVIEWED,2,CANDIDATE,CLEAR,,"[""IMPLEMENTATION_DETAIL""]","[""B1417""]",[],This unit first supplies identity and semantic anchors for Coupled displacement-cellular-automaton and crack-path fracture model.,12,ch08-union
U002078,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,23465,23711,133,134,4316,4317,819dde77f2a0279f30ac8dca230786b864c3936269752b45f3c71c2d55ed460c,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002079,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,image,23711,23741,135,136,4318,4319,3d5cc02ad030a0154628b5b8fa2ef7e6f0e480aea2c96ab4a44c33b3a61f9aef,REVIEWED,2,SUPPORTS_CANDIDATE,CLEAR,,"[""PROPERTY_OR_RESTRICTION""]","[""B1417""]",[],This unit supplies source evidence for W0004 within the sealed sequential review.,12,ch08-union
U002080,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,23741,24449,137,138,4320,4321,a887aa9368c3d2ea9e89c933af21fb92b364ae467017c1486a20b92be312712c,REVIEWED,2,SUPPORTS_CANDIDATE,CLEAR,,"[""PROPERTY_OR_RESTRICTION""]","[""B1417""]",[],This unit supplies source evidence for W0004 within the sealed sequential review.,12,ch08-union
U002081,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,24449,24790,139,140,4322,4323,7980e4131b4d52b40fe64bbe1d312ff443e14a40e39a4329b77adf91692c07c2,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002082,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,heading,24790,24806,141,142,4324,4325,ebb09173a3daab8baec4f04e00214de818238b2d7efc8832d60759c419dde652,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],Section heading only; it introduces no native mechanics.,12,ch08-union
U002083,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,24806,25299,143,144,4326,4327,38a375164c76d136ed8bb07dc6b8370780ba3a40652d5f47e354606ca3ef9604,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002084,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,25299,25644,145,146,4328,4329,dfda430a8e0c72570c82728672c2ad43f142c76527e39e98448230e951c27699,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002085,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,25644,26003,147,148,4330,4331,a593698b76e8c74c52a897e8985cc28a81d76b32baecec403ab8f2eae6b031ce,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002086,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,26003,26288,149,150,4332,4333,5db7d7da40cce04f0f6c61d86064e622827a9f7507ff4cfd39789bfec539b51e,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002087,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,26288,26328,151,152,4334,4335,8d08ffa8ba78391988401b7ba327a5baed281f2d6adb32bdf963f64638d3b384,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002088,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,26328,26676,153,154,4336,4337,b4390d147e0a827618d93fafdf8a9b8916c243235ab9d7f1bb130d50d3e20eca,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002089,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,26676,27084,155,156,4338,4339,c25e2711c14c792747a7fb53cf66a403e293b0c7e3de9234475b953d0e0beb4a,REVIEWED,2,CANDIDATE,CLEAR,,"[""IMPLEMENTATION_DETAIL""]","[""B1418""]",[],This unit first supplies identity and semantic anchors for Triangular-lattice particle-collision fluid cellular automaton.,12,ch08-union
U002090,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,image,27084,27114,157,158,4340,4341,cc66630d9da71552752ee65038a2ed6508e7e87e1a7a5c599aa00ecdcf0ab6c3,REVIEWED,2,REPRESENTATION_OR_OBSERVER,CLEAR,,"[""REPRESENTATION""]",[],[],The image represents an observed or generated form but carries no candidate link in this source-scoped record.,12,ch08-union
U002091,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,27114,27247,159,160,4342,4343,668084d2b18551ec745b4c8af99e8e015f11aaee66352e9df9a41cf47649e20c,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002092,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,27247,27661,161,162,4344,4345,b195beb94554b7b42a0bfaabc604ccb0cd48bad900f9c948d75657345e670180,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002093,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,image,27661,27691,163,164,4346,4347,b09afdf74923eb2ff187a19df031a6ac8a6e58a65141b9a0000a03d431e1dcef,REVIEWED,2,SUPPORTS_CANDIDATE,CLEAR,,"[""PROPERTY_OR_RESTRICTION""]","[""B1418""]",[],This unit supplies source evidence for W0005 within the sealed sequential review.,12,ch08-union
U002094,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,27691,28334,165,166,4348,4349,1492cb68d451dd7ed2ff4cd22fe267c8bf20ddc219fa6fc48c9d6372985cb17c,REVIEWED,2,SUPPORTS_CANDIDATE,CLEAR,,"[""PROPERTY_OR_RESTRICTION""]","[""B1418""]",[],This unit supplies source evidence for W0005 within the sealed sequential review.,12,ch08-union
U002095,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,28334,28690,167,168,4350,4351,bbab998c979225208cbc13efbded70489f87262decb19ba488394abd8135a3c7,REVIEWED,2,CROSS_REFERENCE,CLEAR,,"[""EXTERNAL_ONLY""]",[],"[""R000710""]","The unit is a literal cross-reference origin: WR0002 points literally to ""Chapter 7"" for Discrete particles averaging to smooth continuous behavior; coordinator resolution remains PENDING.",12,ch08-union
U002096,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,28690,29086,169,170,4352,4353,db50c118c8154987b2dfb2717cd7e18d12473ab5c71f2903ac490545dba6dcf2,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002097,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,29086,29632,171,172,4354,4355,270b42ac0cd514696b28bf36e1f51cacd0cdb2fbfa12f155374d4a6b4f69a725,REVIEWED,2,CROSS_REFERENCE,CLEAR,,"[""EXTERNAL_ONLY""]",[],"[""R000711""]","The unit is a literal cross-reference origin: WR0003 points literally to ""the next chapter"" for Derivation of universal fluid behavior from conservation and microscopic randomness; coordinator resolution remains PENDING.",12,ch08-union
U002098,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,29632,29907,173,174,4356,4357,c5893d020f720ed01e1c641f4d190ed45c4caec5da27b995e9a6da2d5aa47fa1,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002099,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,29907,30042,175,176,4358,4359,63d716d730b0a4c864c5d45fa81adf29a707112c8c132adf07723f5546cc3379,REVIEWED,2,CROSS_REFERENCE,CLEAR,,"[""EXTERNAL_ONLY""]",[],"[""R000712""]","The unit is a literal cross-reference origin: WR0004 points literally to ""page 377"" for Observed paired eddies behind an obstacle; coordinator resolution remains PENDING.",12,ch08-union
U002100,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,30042,30471,177,178,4360,4361,22bad1a7af7c894ad91c468512a7f8672a7e44fd683f7b6f4d96fda7a5a0e718,REVIEWED,2,CROSS_REFERENCE,CLEAR,,"[""EXTERNAL_ONLY""]",[],"[""R000713""]","The unit is a literal cross-reference origin: WR0005 points literally to ""page 377"" for Flow phenomena at changing speed; coordinator resolution remains PENDING.",12,ch08-union
U002101,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,30471,30513,179,180,4362,4363,c7734f7bf19b07b5b69d6178534cda15d3e893b68696bb6deb9a63399ef28962,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002102,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,30513,30752,181,182,4364,4365,36adb3e6eaefc22a52837784aaaf4c09a48dd8addf2a3a25818879c04cd1bc68,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002103,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,image,30752,30782,183,184,4366,4367,96d3789176b6828600f5968c621b4394d4e18e7e422743defb5fbb96aaf0552d,REVIEWED,2,SUPPORTS_CANDIDATE,CLEAR,,"[""PROPERTY_OR_RESTRICTION""]","[""B1418""]",[],This unit supplies source evidence for W0005 within the sealed sequential review.,12,ch08-union
U002104,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,image,30782,30812,185,186,4368,4369,47adb82864d3713503d4138c51be46d49a32718fb09fa25d0c75ecd07eaca045,REVIEWED,2,SUPPORTS_CANDIDATE,CLEAR,,"[""PROPERTY_OR_RESTRICTION""]","[""B1418""]",[],This unit supplies source evidence for W0005 within the sealed sequential review.,12,ch08-union
U002105,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,image,30812,30844,187,188,4370,4371,8b228b8dfbefa83eea4341245f9278737c618e505123a5e07e9a9047f167895b,REVIEWED,2,SUPPORTS_CANDIDATE,CLEAR,,"[""PROPERTY_OR_RESTRICTION""]","[""B1418""]",[],This unit supplies source evidence for W0005 within the sealed sequential review.,12,ch08-union
U002106,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,image,30844,30875,189,190,4372,4373,0a8b336ca641f66b712cdb7fc228f49d7ebfb1aeea9abd36927f028c9c9ef17a,REVIEWED,2,SUPPORTS_CANDIDATE,CLEAR,,"[""PROPERTY_OR_RESTRICTION""]","[""B1418""]",[],This unit supplies source evidence for W0005 within the sealed sequential review.,12,ch08-union
U002107,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,image,30875,30907,191,192,4374,4375,7a379d8711532be96d924ec1681d073b497bfda74db383ba0454791c1f811787,REVIEWED,2,SUPPORTS_CANDIDATE,CLEAR,,"[""PROPERTY_OR_RESTRICTION""]","[""B1418""]",[],This unit supplies source evidence for W0005 within the sealed sequential review.,12,ch08-union
U002108,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,image,30907,30938,193,194,4376,4377,e6043b8d124c3225395f4ca07f5fee80064b364a92d4c042c7d22a0b86230101,REVIEWED,2,SUPPORTS_CANDIDATE,CLEAR,,"[""PROPERTY_OR_RESTRICTION""]","[""B1418""]",[],This unit supplies source evidence for W0005 within the sealed sequential review.,12,ch08-union
U002109,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,image,30938,30969,195,196,4378,4379,bc61ec8df3e15311320c4006ae99766e9cf59a264e1598924cb3cc3e68c24787,REVIEWED,2,SUPPORTS_CANDIDATE,CLEAR,,"[""PROPERTY_OR_RESTRICTION""]","[""B1418""]",[],This unit supplies source evidence for W0005 within the sealed sequential review.,12,ch08-union
U002110,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,30969,31800,197,198,4380,4381,8285314a7ba844b1bc23d00837a0a599a62ddcc6101c4ea16391c8da391afdb3,REVIEWED,2,SUPPORTS_CANDIDATE,CLEAR,,"[""PROPERTY_OR_RESTRICTION""]","[""B1418""]",[],This unit supplies source evidence for W0005 within the sealed sequential review.,12,ch08-union
U002111,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,31800,31988,199,200,4382,4383,6b0b5abcccd455f15fd3d2a850916bdfda8556cc353ae487ecff24250b3780df,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002112,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,31988,32607,201,202,4384,4385,4831b8bec9a9dcdb04f7b79b0030a8d7df5bcd5b842052a3a6ac7629cb2c327a,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002113,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,32607,32669,203,204,4386,4387,ec0b7458f2a7ed8fb9e42fc2584fafb38042072565e97faba510c055d0256ef6,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002114,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,32669,33150,205,206,4388,4389,4b5db758b9eead0d1128ae3945a88553cd8f4f8d6f9602e5904ed89d5fc15b93,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002115,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,33150,33537,207,208,4390,4391,93d06a05f9c53ce413e24270a58f24622bc68a0488d569594fafb1bdeeb772ce,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002116,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,33537,34225,209,210,4392,4393,abf09fe5514739578326ffb7a46600332e69c8c7394eb6661d016fe73eb59f32,REVIEWED,2,CROSS_REFERENCE,CLEAR,,"[""EXTERNAL_ONLY""]",[],"[""R000714""]","The unit is a literal cross-reference origin: WR0006 points literally to ""page 378"" for Microscopic particle randomness in the lattice-gas example; coordinator resolution remains PENDING.",12,ch08-union
U002117,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,image,34225,34256,211,212,4394,4395,062c24630e67c261bcd2412b06fd0a442908668d6f336710a62263b810b61a5b,REVIEWED,2,CANDIDATE,CLEAR,,"[""IMPLEMENTATION_DETAIL""]","[""B1419""]",[],This unit first supplies identity and semantic anchors for Elementary cellular automaton rule 225.,12,ch08-union
U002118,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,34256,34344,213,214,4396,4397,ff9dc6b57888de0587e7d8740c0464dc79ff46db1a29fb1bdee473ab033d27d6,REVIEWED,2,SUPPORTS_CANDIDATE,CLEAR,,"[""PROPERTY_OR_RESTRICTION""]","[""B1419""]",[],This unit supplies source evidence for W0006 within the sealed sequential review.,12,ch08-union
U002119,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,34344,34694,215,216,4398,4399,f22ece264fb5806782df2835e731ee9a1bd57bbc2387c3e288245c15845b5bc7,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
U002120,10,CHAPTERS/08-Implications-for-Everyday-Systems.md,paragraph,34694,34903,217,218,4400,4401,bde9cad348f46c0624b0ea50959d0ffd9f5e75ee040136c1a6715ab9e1285714,REVIEWED,2,NO_CONSTRUCTION,CLEAR,,[],[],[],"Complete in-context review found explanatory, observational, connective, or argumentative prose but no independently delimited native law in this unit.",12,ch08-union
