asset_id,link_id,physical_path,sha256,bytes,source_path,source_unit_id,assignment_path,assignment_stage,assignment_basis,reference_status,inspection_status,review_epoch,visual_role,source_status,risk_flags,original_resolution_status,transcription_status,candidate_ids,route_ids,evidence_statement,review_stage,reviewer,uncertainty
A000280,L001261,BACK-MATTER/NOTES/_page_1136_Picture_5.jpeg,e79802f634c157c782ab507f15681eef7647ed13587e4239d8945981da3dcb91,17248,BACK-MATTER/NOTES/11-The-Notion-of-Computation-Notes.md,U008013,BACK-MATTER/NOTES/11-The-Notion-of-Computation-Notes.md,15,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000281,L001262,BACK-MATTER/NOTES/_page_1142_Figure_7.jpeg,9d39368ee8065971ada6a21c4378ac9986cd87d98538e5dcf28f8f91268d6516,14864,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008072,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000282,L001263,BACK-MATTER/NOTES/_page_1146_Figure_2.jpeg,2fe52da7831b4e9e46118f9b7a36aaad2127a9a7d81ad1c96b7f020e1ce2ee4b,65039,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008095,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000283,L001264,BACK-MATTER/NOTES/_page_1152_Figure_5.jpeg,b9c448472b4f1c2059e542b73a754cd44d7ca8460cea4a665ad206e93f680114,7164,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008146,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000284,L001265,BACK-MATTER/NOTES/_page_1152_Figure_6.jpeg,dd51a449bc6219f812402f24bf6397c2c6f3d45ec0fd4aad9fd211ad7b888fbb,19146,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008147,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000285,L001266,BACK-MATTER/NOTES/_page_1154_Figure_8.jpeg,2e6afc0e381380be8e443ced0b0228f633340d3a0bc095eb5e7dd8217fa8b01b,34727,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008168,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000286,L001267,BACK-MATTER/NOTES/_page_1155_Figure_12.jpeg,7a1d4a23a40424510848e4f5831b5e764fdf479bc52c8765c59627d70ea68ea8,28181,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008181,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000287,L001268,BACK-MATTER/NOTES/_page_1157_Figure_7.jpeg,2386de9af71001a53e7e028307537d9ca2bdcf7e48487d7c54307112624905b3,47560,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008199,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000288,L001270,BACK-MATTER/NOTES/_page_1159_Figure_21.jpeg,320b69d78508e31b72343931f5a9d9215f595220e5b140efd1d87addade03d9e,37222,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008229,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000289,L001269,BACK-MATTER/NOTES/_page_1159_Figure_6.jpeg,23b643a2a67715256e5901d43244d3714f86f628392526d2b026553095ae8b5a,43188,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008215,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000290,L001271,BACK-MATTER/NOTES/_page_1169_Picture_4.jpeg,a24797474169c658a2ff739f8fd1f8ec585fb93d589491cfa13b548127b8f836,14487,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008345,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000291,L001272,BACK-MATTER/NOTES/_page_1170_Figure_15.jpeg,f954853ddabaf365e8f23b8d36dbaa7f3f8d9c0caf2d2fff3440f721d1c33cf4,130052,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008361,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000292,L001273,BACK-MATTER/NOTES/_page_1172_Figure_6.jpeg,baab2a52f2dcae6e58d89cdf7a8ba8053082f482929f7299cf31d25801d16af3,6745,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008372,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000293,L001274,BACK-MATTER/NOTES/_page_1172_Figure_7.jpeg,131e9bf5112cb7fe57715c0ea228053c2746fa8e89a7b9d0c36f8b9d9f140a10,2812,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008373,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000294,L001275,BACK-MATTER/NOTES/_page_1172_Figure_8.jpeg,1c4b4805c9605413932e3a7e069527f6697ee5bad1b76fe4dc3fd77a8fec4a1f,2953,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008374,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000295,L001276,BACK-MATTER/NOTES/_page_1172_Figure_9.jpeg,423297864f09c1a932c7f61684b6b4badbb9a473878918aaf7d9886f44b48fa8,2754,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008375,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000296,L001278,BACK-MATTER/NOTES/_page_1174_Page_783_End_Black.jpeg,9d01fcc40b1118e23f090a2f79c499884e3b6f20f91f8467d5929262f6532ddd,785,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008395,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000297,L001277,BACK-MATTER/NOTES/_page_1174_Page_783_End_White_Black.jpeg,b5daa58720c14e5f2ebf00034bc34e561c6f7d2402077fc452985dd6e62f55ff,1023,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008395,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000298,L001279,BACK-MATTER/NOTES/_page_1177_Figure_9.jpeg,62ff3bb5526489a9d3b068b14b5dfbce822e129ca603e1c742b2451c1a142830,12392,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008434,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000299,L001283,BACK-MATTER/NOTES/_page_1178_Figure_10.jpeg,783a72a169383f5ae286e6e2bde70ac1462074e917ce363106ed120e016e9066,4853,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008448,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000300,L001280,BACK-MATTER/NOTES/_page_1178_Figure_7.jpeg,8bdd1bafc5f07f214389fec3f1b55d7637159cb2b0488760bb438f03379a1870,5242,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008445,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000301,L001281,BACK-MATTER/NOTES/_page_1178_Figure_8.jpeg,559e8ddef5dc5ed5ac632f89b773a5890514d771d9573150d0f82551fc757ccf,7200,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008446,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000302,L001282,BACK-MATTER/NOTES/_page_1178_Figure_9.jpeg,5e874aec714d67b2e0418e078aec1e962e8a86bf70608058aeb821185dfc589f,3029,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008447,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000303,L001284,BACK-MATTER/NOTES/_page_1180_Figure_11.jpeg,8851a9e419c1de8b77849e1bdc26ccc80865592f470db21658a0ae3c9b4e3c15,10488,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008469,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000304,L001285,BACK-MATTER/NOTES/_page_1181_Figure_8.jpeg,2e60ca98c6ec9788cb85b83cd63a8189de318275a1ea3369080c2894824a2977,20207,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008480,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000305,L001288,BACK-MATTER/NOTES/_page_1183_Rule_110_Allowed_Initial_Sequence.jpeg,08ba7546d8df81891e0db4fc5adde88921347261837d64123b36c2b2ab18d29d,1533,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008506,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000306,L001286,BACK-MATTER/NOTES/_page_1183_Rule_110_Forbidden_Sequence.jpeg,66e80e33becced428c737147cf3c90815f693c01e869d178915efadc2039306f,1438,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008506,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000307,L001287,BACK-MATTER/NOTES/_page_1183_Rule_110_Single_Black_Cell.jpeg,89d7e9327ec092eb05b90ea9eaacbc45e97381a38d1bc904ffd17bc7ffc79d69,805,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008506,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000308,L001294,BACK-MATTER/NOTES/_page_1184_Page_799_First_Lemma_Input.jpeg,b07234262b625ab816b11d1988606a2dc72519dbafc11049eab47e5d8c47e85f,869,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008528,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000309,L001295,BACK-MATTER/NOTES/_page_1184_Page_799_First_Lemma_Output.jpeg,b8c349c34f56a0257fcac929076d4875a4bfa59edaa6643422e499daf2f1fe79,1011,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008528,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000310,L001291,BACK-MATTER/NOTES/_page_1184_Page_799_Item_n_Ending.jpeg,31c4a17e5c7eb9c511a55298b138202283a026d850842b8f15a96d25ddb4f716,971,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008524,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000311,L001292,BACK-MATTER/NOTES/_page_1184_Page_799_Item_o_Ending.jpeg,cdc68bbe1495bfa7c0de04568d97144342015b5d68a226d54267cd4b723ae91d,954,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008525,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000312,L001293,BACK-MATTER/NOTES/_page_1184_Page_799_Item_p_State.jpeg,da96ad147d864d3d12302faeebbe72d893252cafc6d1e23c811513cb67da9cbb,1263,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008526,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000313,L001289,BACK-MATTER/NOTES/_page_1184_Page_799_Last_Length_4_String.jpeg,20f90f45a8d114489e40633718625760961a9d19e66b39acc8df535622fb43fe,1226,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008514,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000314,L001290,BACK-MATTER/NOTES/_page_1184_Page_799_Last_Length_6_String.jpeg,3c1d97ded6b2d81432128ffe2c6c5ae8f1d4a7fb936cb501fea730d310c40c8a,1685,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008514,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000315,L001296,BACK-MATTER/NOTES/_page_1184_Page_799_Second_Lemma_Input.jpeg,d5ff42a0d1a8d3116317dfe3e6f09b6d101c67939320e8ff3250ad58c3ebcdee,868,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008528,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000316,L001297,BACK-MATTER/NOTES/_page_1184_Page_799_Second_Lemma_Output.jpeg,07eb0e1bcf34cf7ff68ba6e1cacf4f7b05215f78fc7ec414efa9c180e00ec660,882,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008528,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000317,L001300,BACK-MATTER/NOTES/_page_1188_Figure_14.jpeg,3eb23de3e9c6d532afd9c7a28e1ef62e08bbb0288a4032e1a20b96712fc2c473,36810,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008575,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000318,L001299,BACK-MATTER/NOTES/_page_1188_Figure_5.jpeg,85973edb04acb635c1582d423fa1ad86550818d2e183a26f8957e8dbe3ffbdf2,34102,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008567,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000319,L001298,BACK-MATTER/NOTES/_page_1188_Picture_3.jpeg,f9c4ecdca45fdb017b6aa39fe0a855d7b35657ff40ae8f4ce47ef80c60473a73,8844,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008565,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000320,L001302,BACK-MATTER/NOTES/_page_1190_Figure_13.jpeg,cd5e7006d09113644d9e364f7a3c2b3db9d7976ea0450db73d648bfbfa180e96,56435,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008611,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000321,L001301,BACK-MATTER/NOTES/_page_1190_Figure_6.jpeg,7f55fed6174a3c0820c31e0a668b576a56edb64a5fa84b6d58a536382540ca6c,13933,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008605,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000322,L001303,BACK-MATTER/NOTES/_page_1191_Picture_20.jpeg,e6d5abc0dc332d6815451add2208b49afc8c1a3ce496d19e2342eea5ac5639a6,18780,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008635,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000323,L001309,BACK-MATTER/NOTES/_page_1201_Page_834_First_Ungeneratable_Sequence.jpeg,55589c9b41198368c321e54528b95994b75d9d0d9bdfaf6f2f84b95b5cfa6636,1309,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008706,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000324,L001307,BACK-MATTER/NOTES/_page_1201_Picture_10.jpeg,d63f0244a2aa68116b98e23024b7f0a595906de277838d954401329a36f944d5,5764,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008704,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000325,L001308,BACK-MATTER/NOTES/_page_1201_Picture_11.jpeg,8274d856359c610851e478a5dcdf376b2b25387c693787fcb028e688a1a8aa37,12744,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008705,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000326,L001310,BACK-MATTER/NOTES/_page_1201_Picture_13.jpeg,6cb8306228258a40b4fbf81218e380fe9c2fdc02a70570f4916fa60471a38dab,6137,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008707,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000327,L001311,BACK-MATTER/NOTES/_page_1201_Picture_14.jpeg,f48e5fc1e75564503334ead407657ef8b73c69ed2b84a1b7c8285bbb58f2f52d,62496,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008708,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000328,L001304,BACK-MATTER/NOTES/_page_1201_Picture_4.jpeg,5ce5638ca129527ea5c5fc2c7e2fe7e204c8af5fbf7349d3da60f445634292b7,18451,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008698,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000329,L001305,BACK-MATTER/NOTES/_page_1201_Picture_6.jpeg,56e3be5e88d033cfdf9ca09df4a13bc68c305a3184c550d8687e447562beba00,414639,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008700,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000330,L001306,BACK-MATTER/NOTES/_page_1201_Picture_9.jpeg,b1af0d55b1b44132f6430bd6a517b1b9f1ff2a9e39682b2be9bc443751b0fbe3,19271,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008703,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000331,L001312,BACK-MATTER/NOTES/_page_1205_Figure_3.jpeg,3899f7c45a757c4eb61c2134da5c3134c6e8b51ded28a81eed92361db7062c33,26433,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008736,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000332,L001313,BACK-MATTER/NOTES/_page_1210_Figure_2.jpeg,dc09a5aaf99736b5a52ab7186be6e86dacf0c5d1a933afd64c416a8b543254a2,28091,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008794,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000333,L001314,BACK-MATTER/NOTES/_page_1214_Picture_0.jpeg,b89eb2f2eaf882cab79fd0679ee8fc08067bf8792b660fa6827f377220783eb4,100820,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,U008804,BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes.md,16,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000334,L000864,BACK-MATTER/NOTES/_page_866_Picture_8.jpeg,0cd42df471f7440aa4722b5bffff7265263b6c7f19980307677a375ab46fa8eb,311224,BACK-MATTER/NOTES/00-General-Notes.md,U004872,BACK-MATTER/NOTES/00-General-Notes.md,4,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000335,L000865,BACK-MATTER/NOTES/_page_880_Picture_17.jpeg,a3eca7eea3e104a19188c22d87ac97d5a2eaca9031d8950638c2c0fc2224cbdf,8306,BACK-MATTER/NOTES/02-The-Crucial-Experiment-Notes.md,U004977,BACK-MATTER/NOTES/02-The-Crucial-Experiment-Notes.md,6,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000336,L000867,BACK-MATTER/NOTES/_page_883_Picture_11.jpeg,56a2e56d8cf235711bb53278ab7b711ce117f97cfe3b1023db8c9b2cc095f689,7214,BACK-MATTER/NOTES/02-The-Crucial-Experiment-Notes.md,U005047,BACK-MATTER/NOTES/02-The-Crucial-Experiment-Notes.md,6,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
